RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01
397274,3548,Greenfield,city,MA,MA,"Springfield, MA",Franklin County,203751.4195027868,203528.4619877774,202196.8797958135,200876.0262995738,200495.01548073595,200913.30452527563,201057.7755740817,201180.1656972337,200709.8256347347,200667.7580652974,200509.463884136,200745.719213887,200669.6419181235,200806.8987747371,199920.86566028823,195804.79969671104,191234.30691718007,187367.3468247465,186882.7604491959,185163.92942434727,182779.6475629345,179897.21741317274,178291.4228872226,178093.06656179906,177887.2635510064,177782.91609202768,176645.30790631706,175381.85462751464,173995.50684192692,172701.48558593637,171543.0754431046,170849.75654936614,170238.0833040093,170801.7879311488,171397.44374222893,173033.39594264716,173727.67896121077,174730.38818830383,174941.90892877613,175679.1569942752,176243.16127280216,176539.91851112875,176145.15090896407,175752.30686209336,175237.21251307544,175365.6422525961,175235.69576702864,176011.8401258407,176367.96901999353,177210.1347006164,177707.90449382993,178442.24004110045,179208.10366993336,179750.39491436226,180105.36265407494,180206.0734071385,180056.88164903224,180067.10914061047,179731.69661493273,180320.7688190756,180905.6908434236,181891.9885575058,182297.9979112031,182826.09694567937,183311.43470763348,183699.3430022051,183533.7404977033,183282.08770554737,182760.9901990995,183025.05330850385,183082.27967117893,183802.6261594365,183743.63581032804,184001.6637600948,183906.31202839105,184592.96870683227,185290.76777097865,186240.26070996944,186529.78557915924,186691.4005430753,186748.1970232208,187269.44468879543,187570.10289618064,187727.4877244307,187164.0209719306,187021.69909677512,186945.8627780178,187823.84836680407,188642.33806484588,189892.5826494208,190901.81341942577,192080.24602111883,192915.1746947444,193854.4737001639,194316.1208883997,194818.91410328573,195037.43154614067,195886.8903466539,197296.7485100912,199256.5618176369,200751.7122228825,201682.6498794217,202045.04843595915,202441.0931400236,202739.1554124296,202877.2071528791,202916.88821630893,202737.27141818329,202913.89479343008,203269.3342652252,204249.6207712715,205765.6210442653,207323.59203287293,208779.1638105558,209340.5094468493,209822.1416119768,210053.4979345156,210457.8949572842,211165.20470633788,212076.1160454632,212852.2818237761,213275.05664322453,213482.3457829733,214021.86049329847,214421.4404596452,214660.1279134928,215221.9654609516,216608.4880213216,219359.0867723331,223264.9744951484,227920.32354092845,232225.4782670529,235366.35080905413,237992.45262770072,241152.4428713777,244856.0000689189,248959.7253076342,253107.3880945813,256883.81789974985,259396.38262823387,260768.798750086,261799.70457186727,263175.4118807092,264869.24027000205,267669.64167834615,271583.6183959643,276213.0349434717,280463.3190892841,284490.99100654485,288215.6421749771,291444.54657114664,292880.46456890105,292720.85026835074,291875.9589380278,291311.332281909,291255.5325915617,291033.0107129253,291461.98459129455,292653.4683685583,294902.3428528579,297343.7114983135,299710.78527309775,302054.89397716144,304784.451930384,307391.2753392168,309556.06758731644,310693.48329495173,311723.3471719507,313166.6104783081,315134.4537903929,317377.7515182038,319228.96178985265,320685.36515279586,321682.373176128,322743.0343599709,324948.9146554255
